scientific_name,module_id,module_name,matrix_segment,evidence_state,observed_now,evidence_level,source,basis
Dasyurus maculatus,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Dasyurus maculatus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Dasyurus maculatus,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Macropus antilopinus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Macropus antilopinus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Macropus antilopinus,C,communication,tier1_new50,not_systematically_coded,0,,,
Macropus antilopinus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Macropus antilopinus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Macropus antilopinus,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Macropus antilopinus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Macropus antilopinus,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Macropus antilopinus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Macropus antilopinus,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Tragelaphus eurycerus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Tragelaphus eurycerus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Tragelaphus eurycerus,C,communication,tier1_new50,not_systematically_coded,0,,,
Tragelaphus eurycerus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Tragelaphus eurycerus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Tragelaphus eurycerus,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Tragelaphus eurycerus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Tragelaphus eurycerus,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Tragelaphus eurycerus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Tragelaphus eurycerus,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Panthera tigris,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Panthera tigris,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Panthera tigris,C,communication,tier1_new50,not_systematically_coded,0,,,
Panthera tigris,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Panthera tigris,E,externalization,tier1_new50,not_systematically_coded,0,,,
Panthera tigris,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Panthera tigris,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Panthera tigris,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Panthera tigris,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Panthera tigris,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Melursus ursinus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Melursus ursinus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Melursus ursinus,C,communication,tier1_new50,not_systematically_coded,0,,,
Melursus ursinus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Melursus ursinus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Melursus ursinus,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Melursus ursinus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Melursus ursinus,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Melursus ursinus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Melursus ursinus,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Galerella sanguinea,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Galerella sanguinea,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Galerella sanguinea,C,communication,tier1_new50,not_systematically_coded,0,,,
Galerella sanguinea,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Galerella sanguinea,E,externalization,tier1_new50,not_systematically_coded,0,,,
Galerella sanguinea,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Galerella sanguinea,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Galerella sanguinea,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Galerella sanguinea,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Galerella sanguinea,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Leptonychotes weddellii,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Leptonychotes weddellii,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Leptonychotes weddellii,C,communication,tier1_new50,not_systematically_coded,0,,,
Leptonychotes weddellii,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Leptonychotes weddellii,E,externalization,tier1_new50,not_systematically_coded,0,,,
Leptonychotes weddellii,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Leptonychotes weddellii,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Leptonychotes weddellii,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Leptonychotes weddellii,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Leptonychotes weddellii,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Procyon cancrivorus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Procyon cancrivorus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Procyon cancrivorus,C,communication,tier1_new50,not_systematically_coded,0,,,
Procyon cancrivorus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Procyon cancrivorus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Procyon cancrivorus,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Procyon cancrivorus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Procyon cancrivorus,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Procyon cancrivorus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Procyon cancrivorus,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Hyaena brunnea,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Hyaena brunnea,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Hyaena brunnea,C,communication,tier1_new50,not_systematically_coded,0,,,
Hyaena brunnea,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Hyaena brunnea,E,externalization,tier1_new50,not_systematically_coded,0,,,
Hyaena brunnea,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Hyaena brunnea,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Hyaena brunnea,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Hyaena brunnea,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Hyaena brunnea,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Poecilia reticulata,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Poecilia reticulata,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Poecilia reticulata,C,communication,tier1_new50,not_systematically_coded,0,,,
Poecilia reticulata,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Poecilia reticulata,E,externalization,tier1_new50,not_systematically_coded,0,,,
Poecilia reticulata,F,social_architecture,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,F_network_proxy
Poecilia reticulata,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Poecilia reticulata,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Poecilia reticulata,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Poecilia reticulata,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Dendrobates pumilio,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Dendrobates pumilio,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Dendrobates pumilio,C,communication,tier1_new50,not_systematically_coded,0,,,
Dendrobates pumilio,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Dendrobates pumilio,E,externalization,tier1_new50,not_systematically_coded,0,,,
Dendrobates pumilio,F,social_architecture,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,F_network_proxy
Dendrobates pumilio,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Dendrobates pumilio,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Dendrobates pumilio,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Dendrobates pumilio,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Balaenoptera musculus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Balaenoptera musculus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Balaenoptera musculus,C,communication,tier1_new50,not_systematically_coded,0,,,
Balaenoptera musculus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Balaenoptera musculus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Balaenoptera musculus,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Balaenoptera musculus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Balaenoptera musculus,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Balaenoptera musculus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Balaenoptera musculus,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Desmodus rotundus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Desmodus rotundus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Desmodus rotundus,C,communication,tier1_new50,not_systematically_coded,0,,,
Desmodus rotundus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Desmodus rotundus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Desmodus rotundus,F,social_architecture,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,F_network_proxy
Desmodus rotundus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Desmodus rotundus,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Desmodus rotundus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Desmodus rotundus,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Gasterosteus aculeatus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Gasterosteus aculeatus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Gasterosteus aculeatus,C,communication,tier1_new50,not_systematically_coded,0,,,
Gasterosteus aculeatus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Gasterosteus aculeatus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Gasterosteus aculeatus,F,social_architecture,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,F_network_proxy
Gasterosteus aculeatus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Gasterosteus aculeatus,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Gasterosteus aculeatus,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Gasterosteus aculeatus,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Bison bison,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Bison bison,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Bison bison,C,communication,tier1_new50,not_systematically_coded,0,,,
Bison bison,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Bison bison,E,externalization,tier1_new50,not_systematically_coded,0,,,
Bison bison,F,social_architecture,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,F_network_proxy
Bison bison,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Bison bison,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Bison bison,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Bison bison,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Sarcophilus harrisii,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Sarcophilus harrisii,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Sarcophilus harrisii,C,communication,tier1_new50,not_systematically_coded,0,,,
Sarcophilus harrisii,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Sarcophilus harrisii,E,externalization,tier1_new50,not_systematically_coded,0,,,
Sarcophilus harrisii,F,social_architecture,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,F_network_proxy
Sarcophilus harrisii,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Sarcophilus harrisii,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Sarcophilus harrisii,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Sarcophilus harrisii,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Otospermophilus beecheyi,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Otospermophilus beecheyi,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Otospermophilus beecheyi,C,communication,tier1_new50,not_systematically_coded,0,,,
Otospermophilus beecheyi,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Otospermophilus beecheyi,E,externalization,tier1_new50,not_systematically_coded,0,,,
Otospermophilus beecheyi,F,social_architecture,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,F_network_proxy
Otospermophilus beecheyi,G,life_history_learning_opportunity,tier1_new50,not_systematically_coded,0,,,
Otospermophilus beecheyi,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Otospermophilus beecheyi,I,ecological_challenge_opportunity,tier1_new50,not_systematically_coded,0,,,
Otospermophilus beecheyi,J,demography_cultural_population,tier1_new50,not_systematically_coded,0,,,
Eschrichtius robustus,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Eschrichtius robustus,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Eschrichtius robustus,C,communication,tier1_new50,not_systematically_coded,0,,,
Eschrichtius robustus,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Eschrichtius robustus,E,externalization,tier1_new50,not_systematically_coded,0,,,
Eschrichtius robustus,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Eschrichtius robustus,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Eschrichtius robustus,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Eschrichtius robustus,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Eschrichtius robustus,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Eubalaena australis,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Eubalaena australis,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Eubalaena australis,C,communication,tier1_new50,not_systematically_coded,0,,,
Eubalaena australis,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Eubalaena australis,E,externalization,tier1_new50,not_systematically_coded,0,,,
Eubalaena australis,F,social_architecture,tier1_new50,not_systematically_coded,0,,,
Eubalaena australis,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Eubalaena australis,H,energetics_neural_budget,tier1_new50,not_systematically_coded,0,,,
Eubalaena australis,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Eubalaena australis,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
Crocuta crocuta,A,generative_cognition,tier1_new50,not_systematically_coded,0,,,
Crocuta crocuta,B,social_transmission,tier1_new50,not_systematically_coded,0,,,
Crocuta crocuta,C,communication,tier1_new50,not_systematically_coded,0,,,
Crocuta crocuta,D,manipulation_embodiment,tier1_new50,not_systematically_coded,0,,,
Crocuta crocuta,E,externalization,tier1_new50,not_systematically_coded,0,,,
Crocuta crocuta,F,social_architecture,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,F_network_proxy
Crocuta crocuta,G,life_history_learning_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,G_life_history_proxy
Crocuta crocuta,H,energetics_neural_budget,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,H_neural_energy_proxy
Crocuta crocuta,I,ecological_challenge_opportunity,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,I_ecology_proxy
Crocuta crocuta,J,demography_cultural_population,tier1_new50,measured_screening_proxy,1,screening_proxy,screening_features_v0,J_demography_proxy
