review_rank,person_id,canonical_name,identity_status,openalex_work_id,publication_year,title,cited_by_count,primary_topic_name,source_author_ids,sample_reason,work_belongs_to_focal_person,review_reason,reviewer,mh_blinded_at_work_audit,review_priority_score,review_priority_tier,priority_signals,machine_verdict,auto_release_allowed,auto_exclusion_allowed
189,cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W3169644303,2021,Abolishing Dopamine D2long/D3 Receptor Affinity of Subtype-Selective Carbamoylguanidine-Type Histamine H2 Receptor Agonists,12,Receptor Mechanisms and Signaling,A5007797524,latest,,,,,5,P2,posthumous_year:+4,NONE,false,false
190,cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W1968725497,1882,Bahnbestimmung des Cometen 1847 II,0,Astro and Planetary Science,A5064616876,high_citation,,,,,5,P2,identity_note_risk:excluded|fragment|namesake,NONE,false,false
191,cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W1977346057,1882,Beobachtungen des grossen Septembercometen auf der Sternwarte zu Lund,0,History and Developments in Astronomy,A5064616876,high_citation,,,,,5,P2,identity_note_risk:excluded|fragment|namesake,NONE,false,false
192,cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W2160322452,1882,Ephemeride des Cometen 1881 III,0,Astro and Planetary Science,A5064616876,high_citation,,,,,5,P2,identity_note_risk:excluded|fragment|namesake,NONE,false,false
193,cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W4230561762,1884,Beobachtungen des Cometen 1884 Wolf,0,Astro and Planetary Science,A5064616876,high_citation,,,,,5,P2,identity_note_risk:excluded|fragment|namesake,NONE,false,false
194,cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W2022595851,1885,Beobachtungen des Encke'schen Cometen (1885…),0,History and Developments in Astronomy,A5064616876,high_citation,,,,,5,P2,identity_note_risk:excluded|fragment|namesake,NONE,false,false
195,cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W2100880172,1892,Aufforderung betr. Beobachtungen des Cometen 1890. II,0,Astro and Planetary Science,A5064616876,temporal_median,,,,,5,P2,identity_note_risk:excluded|fragment|namesake,NONE,false,false
196,cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W1964499369,1895,Ephemeride für die Wiederkehr des Faye'schen Cometen,0,History and Developments in Astronomy,A5064616876,high_citation,,,,,5,P2,identity_note_risk:excluded|fragment|namesake,NONE,false,false
197,cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W2164567386,1896,Ephemeride des Faye'schen Cometen (1896 …),0,Astro and Planetary Science,A5064616876,high_citation,,,,,5,P2,identity_note_risk:excluded|fragment|namesake,NONE,false,false
198,cv_Q5712976,Folke Engström,VERIFIED_SINGLE,W568153358,1902,Catalog von 11446 Sternen : zwischen 34°42′und 40°10′ nördlicher Declination 1855 für das Aequinoctium 1875 : nach Zonen-beobachtungen am repsold'schen Meridiankreise der Universitäts-Sternwarte zu Lund in den Jahren 1879 bis 1882 und 1892 bis 1895 . Mit einem Anhang von 681 Sternörtern aus der Zone 34°42′bis 38°33′nach Beobachtungen von A. Lindstedt im Jahre 1878,0,History and Developments in Astronomy,A5064616876,latest,,,,,5,P2,identity_note_risk:excluded|fragment|namesake,NONE,false,false
199,cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W4247857832,1914,The Man with the Iron Hand,0,American History and Culture,A5027199373,earliest,,,,,5,P2,identity_note_risk:namesake,NONE,false,false
200,cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W2869939378,1921,The Old Military Road,1,Vietnamese History and Culture Studies,A5027199373,high_citation,,,,,5,P2,identity_note_risk:namesake,NONE,false,false
201,cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W4388922308,1922,Comment,0,,A5027199373,temporal_median,,,,,5,P2,identity_note_risk:namesake,NONE,false,false
202,cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W4301627163,1929,The Life of George Rogers Clark,3,Archaeology and Natural History,A5027199373,high_citation,,,,,5,P2,identity_note_risk:namesake,NONE,false,false
203,cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W3201650778,1931,"Broken Hand: The Life Story of Thomas Fitzpatrick, Chief of the Mountain Men",2,American Environmental and Regional History,A5027199373,high_citation,,,,,5,P2,identity_note_risk:namesake,NONE,false,false
204,cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W4252988807,1931,Anza's California Expeditions,12,Archaeology and Natural History,A5027199373,high_citation,,,,,5,P2,identity_note_risk:namesake,NONE,false,false
205,cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W645084814,1933,"Leland Stanford, War Governor of California, Railroad Builder and Founder of Stanford University",8,American History and Culture,A5027199373,high_citation,,,,,5,P2,identity_note_risk:namesake,NONE,false,false
206,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2330789015,1962,Some Proofs of a Theorem on Quadrilateral,4,Mathematics and Applications,A5025602759,latest,,,,,5,P2,posthumous_year:+2,NONE,false,false
207,cv_Q313061,Aurel Stein,VERIFIED_SINGLE,W2331690394,1943,On Alexander's Route into Gedrosia: An Archaeological Tour in Las Bela,104,Ancient Near East History,A5052982479,accepted_author_fragment:A5052982479,,,,,3,P3,near_death_boundary;fragment_anchor,NONE,false,false
208,cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W4232543657,1911,Allgemeine Vererbungslehre,62,"Religion, Theology, and Education",A5082428775,accepted_author_fragment:A5082428775,,,,,2,P3,lexical_topic_outlier_review_only;fragment_anchor,NONE,false,false
209,cv_Q1729753,Karl-Franz Busch,VERIFIED_SINGLE,W72570283,1977,Analysis of Flows with Initially Unknown Discharge,31,Hydraulic flow and structures,A5000693352,accepted_author_fragment:A5000693352,,,,,2,P3,lexical_topic_outlier_review_only;fragment_anchor,NONE,false,false
210,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W1981761768,1960,Absolute-valued algebras,87,"Rings, Modules, and Algebras",A5049949184,accepted_author_fragment:A5049949184,,,,,2,P3,lexical_topic_outlier_review_only;fragment_anchor,NONE,false,false
211,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W38322942,2005,Functionals on stochastic processes,1,Stochastic processes and financial applications,A5049949184,latest,,,,,2,P3,near_death_boundary,NONE,false,false
212,cv_Q18822352,Vikram Marwah,VERIFIED_SINGLE,W2018280807,2012,Management of thromboangiitis obliterans using distraction osteogenesis: A retrospective study,5,Peripheral Artery Disease Management,A5027597196,latest,,,,,2,P3,near_death_boundary,NONE,false,false
213,cv_Q313061,Aurel Stein,VERIFIED_SINGLE,W2315949734,1942,Notes on Alexander's Crossing of the Tigris and the Battle of Arbela,72,Ancient Near East History,A5052982479,high_citation,,,,,2,P3,near_death_boundary,NONE,false,false
214,cv_Q313061,Aurel Stein,VERIFIED_SINGLE,W2319209356,1942,"A Survey of Ancient Sites along the ""Lost"" Sarasvati River",72,South Asian Studies and Conflicts,A5052982479,high_citation,,,,,2,P3,near_death_boundary,NONE,false,false
215,cv_Q40700285,Paul J. Torpey,VERIFIED_SINGLE,W2042827671,1965,Development of a Gas Turbine-Alternator System for Emergency Power Application,1,Electromagnetic Launch and Propulsion Technology,A5037300114,accepted_author_fragment:A5037300114,,,,,2,P3,lexical_topic_outlier_review_only;fragment_anchor,NONE,false,false
216,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2899410524,1901,A Monograph of British Graptolites. Part I. Dichograptidæ. Pages 1–54; Plates I–IV,78,Fossil Insects in Amber,A5041147725,accepted_author_fragment:A5041147725,,,,,2,P3,lexical_topic_outlier_review_only;fragment_anchor,NONE,false,false
217,cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2074964884,1890,Ueber die Farben der Vogelfedern,29,"Categorization, perception, and language",A5082428775,earliest,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
218,cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W388001613,1900,Der Gesang der Vögel : seine anatomischen und biologischen Grundlagen,15,Animal Vocal Communication and Behavior,A5082428775,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
219,cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2013059763,1914,Über die beschleuningende Wirkung geringer Strahlendosierungen auf tierische Eier,10,Radiation Effects and Dosimetry,A5082428775,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
220,cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W1992200636,1922,Zur Vererbung und Entwicklung der musikalischen Begabung,33,Musicology and Musical Analysis,A5082428775,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
221,cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2325888935,1924,Reizphysiologisches Über den Abendgesang der Vögel,8,Entomological Studies and Ecology,A5082428775,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
222,cv_Q15488589,Ulrike Toellner-Bauer,VERIFIED_SINGLE,W2418693876,1996,[Continuing education in intensive care and anesthesia. Work satisfaction and patient-centered care are guaranteed].,0,Medical Practices and Rehabilitation,A5081671680,accepted_author_fragment:A5081671680,,,,,1,P3,fragment_anchor,NONE,false,false
223,cv_Q15488589,Ulrike Toellner-Bauer,VERIFIED_SINGLE,W2407391833,2002,[Risks and benefits. Performance assessment in intensive care].,0,"Cardiac, Anesthesia and Surgical Outcomes",A5081671680,temporal_median,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
224,cv_Q15488589,Ulrike Toellner-Bauer,VERIFIED_SINGLE,W2417607587,2005,"[From national prevention standard to internal ""decubitus ulcer"" guideline--2: Standardizing wounds and still treating them individually].",0,Diagnosis and Treatment of Venous Diseases,A5081671680,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
225,cv_Q15488589,Ulrike Toellner-Bauer,VERIFIED_SINGLE,W2438660580,2005,"[From national standard to internal ""decubitus ulcer"" guideline--1: Algorithms promote transparency].",0,Pressure Ulcer Prevention and Management,A5081671680,latest,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
226,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W606389347,1955,Early Italian Engravings from the National Gallery of Art,22,Historical Art and Architecture Studies,A5058100809,accepted_author_fragment:A5058100809,,,,,1,P3,fragment_anchor,NONE,false,false
227,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W376742740,1978,The works of Marcantonio Raimondi and his school,3,Italian Fascism and Post-war Society,A5058100809,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
228,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W623946578,2002,Four Reflections on Time,0,History and Developments in Astronomy,A5058100809,latest,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
229,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W1521124444,1963,Hans Fallada in Selbstzeugnissen und Bilddokumenten,4,European history and politics,A5066480268,accepted_author_fragment:A5066480268,,,,,1,P3,fragment_anchor,NONE,false,false
230,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W3033892416,1976,WILHELM RAABE UND DAS SCHEITERN DES DEUTSCHEN LIBERALISMUS,2,"Nietzsche, Schopenhauer, and Hegel",A5066480268,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
231,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W649791950,1978,Der Neue Irrationalismus,3,"Philosophy, Science, and History",A5066480268,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
232,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W2320744053,1979,Literaturmagazin 9. Der neue Irrationalismus,1,Libraries and Information Services,A5066480268,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
233,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W566708034,1979,Schreiben oder Literatur,1,Linguistic research and analysis,A5066480268,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
234,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W606645630,1983,Wenn Blicke zeugen könnten : eine psychohistorische Studie über das Sehen in Literatur und Philosophie,4,"Art, Aesthetics, and Perception",A5066480268,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
235,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W2739457492,1984,Der Roman des Ein-Auges,1,German Literature and Culture Studies,A5066480268,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
236,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W2739126149,1992,Glossa continua (XIII),1,Comparative International Legal Studies,A5066480268,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
237,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W1024840423,1954,Sur la structure non topologique du corps des opérateurs,10,Medical and Biological Sciences,A5049949184,earliest,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
238,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W2099970571,1962,Information without probability,64,"Computability, Logic, AI Algorithms",A5049949184,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
239,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W27910133,1973,Limit Laws for Sequences of Normed Sums Satisfying Some Stability Conditions,47,Probability and Risk Models,A5049949184,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
240,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W4231126944,1973,Generalized convolutions II,33,Mathematical functions and polynomials,A5049949184,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
241,cv_Q1795953,Otto Siebert,VERIFIED_SINGLE,W2797950428,1904,Legends of the Dieri and Kindred Tribes of Central Australia,15,Pacific and Southeast Asian Studies,A5025360349,accepted_author_fragment:A5025360349,,,,,1,P3,fragment_anchor,NONE,false,false
242,cv_Q18822352,Vikram Marwah,VERIFIED_SINGLE,W2066770141,1964,COMPRESSION OF THE LATERAL POPLITEAL (COMMON PERONEAL) NERVE,26,Peripheral Nerve Disorders,A5027597196,accepted_author_fragment:A5027597196,,,,,1,P3,fragment_anchor,NONE,false,false
243,cv_Q18822352,Vikram Marwah,VERIFIED_SINGLE,W1992629574,1985,The treatment of fractures of the tibial plateau by skeletal traction and early mobilisation,10,Bone fractures and treatments,A5027597196,temporal_median,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
244,cv_Q19287605,Karl Erich Hupka,VERIFIED_SINGLE,W657211218,1909,Die träge Masse bewegter Elektronen,2,Physics and Engineering Research Articles,A5011432733,accepted_author_fragment:A5011432733,,,,,1,P3,fragment_anchor,NONE,false,false
245,cv_Q313061,Aurel Stein,VERIFIED_SINGLE,W2888024989,1900,Aurél Stein's letter to Ignaz Goldziher,0,Hermeneutics and Narrative Identity,A5052982479,earliest,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
246,cv_Q313061,Aurel Stein,VERIFIED_SINGLE,W2316387292,1935,An Archaeological Tour in the Ancient Persis,44,Islamic Studies and History,A5052982479,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
247,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W566717107,1975,"Literatura krajowa w okresie romantyzmu, 1831-1863",8,Central European Literary Studies,A5111381182,accepted_author_fragment:A5111381182,,,,,1,P3,fragment_anchor,NONE,false,false
248,cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W126681058,1982,Basisch substituierte Cimetidin-Analoge,1,Cell Adhesion Molecules Research,A5007797524,earliest,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
249,cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2041509453,1989,"Synthesis and in vitro pharmacology of arpromidine and related phenyl(pyridylalkyl)guanidines, a potential new class of positive inotropic drugs",112,Carbohydrate Chemistry and Synthesis,A5007797524,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
250,cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2162592548,2002,Transport of paclitaxel (Taxol) across the blood-brain barrier in vitro and in vivo,361,Drug Transport and Resistance Mechanisms,A5007797524,accepted_author_fragment:A5007797524,,,,,1,P3,fragment_anchor,NONE,false,false
251,cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2092475946,2004,"l-Ascorbic Acid 6-Hexadecanoate, a Potent Hyaluronidase Inhibitor",139,Proteoglycans and glycosaminoglycans research,A5007797524,high_citation,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
252,cv_Q57447297,Thomas Aisu,VERIFIED_SINGLE,W2088116640,2010,"Assessment of core capacities for the International Health Regulations (IHR[2005]) – Uganda, 2009",195,Viral Infections and Outbreaks Research,A5109195156,accepted_author_fragment:A5109195156,,,,,1,P3,fragment_anchor,NONE,false,false
253,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2907740842,1914,Généralisation d'un théorème de M. T. Lemoyne,0,Hermeneutics and Narrative Identity,A5025602759,earliest,,,,,1,P3,lexical_topic_outlier_review_only,NONE,false,false
254,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2316763765,1945,The Area of a Triangle as a Function of the Sides,7,Mathematics and Applications,A5025602759,accepted_author_fragment:A5025602759,,,,,1,P3,fragment_anchor,NONE,false,false
255,cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W1996162895,1910,Ergebnisse und Ausblicke in der Keimzellenforschung,7,Medical and Health Sciences Research,A5082428775,high_citation,,,,,0,P3,,NONE,false,false
256,cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2073673105,1911,Der Familientypus der Habsburger,7,Historical Geopolitical and Social Dynamics,A5082428775,high_citation,,,,,0,P3,,NONE,false,false
257,cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2070519057,1912,Einige Ergebnisse der Erblichkeitsforschung,13,"Historical Studies on Reproduction, Gender, Health, and Societal Changes",A5082428775,high_citation,,,,,0,P3,,NONE,false,false
258,cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W1969913230,1920,über weitere Zusammenhänge auf dem Gebiete der Mendelforschung,4,Medical and Biological Sciences,A5082428775,temporal_median,,,,,0,P3,,NONE,false,false
259,cv_Q108651,Valentin Haecker,VERIFIED_SINGLE,W2019565782,1920,Die Erblichkeit im Mannesstamm und der vaterrechtliche Familienbegriff,11,Medical and Health Sciences Research,A5082428775,high_citation,,,,,0,P3,,NONE,false,false
260,cv_Q15488589,Ulrike Toellner-Bauer,VERIFIED_SINGLE,W2467343362,1998,[Strategies for the application of quality control in intensive care nursing].,0,Medical Practices and Rehabilitation,A5081671680,high_citation,,,,,0,P3,,NONE,false,false
261,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W2797654753,1962,"Vorzeichnungen zu Raffaels ""Transfiguration""",3,German Literature and Culture Studies,A5058100809,high_citation,,,,,0,P3,,NONE,false,false
262,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W4394877130,1978,Le problème des premières œuvres de Verrocchio,9,Historical and Literary Analyses,A5058100809,high_citation,,,,,0,P3,,NONE,false,false
263,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W639813547,1982,Raphaels Transfiguration : Stil und Bedeutung,3,Historical and Religious Studies of Rome,A5058100809,high_citation,,,,,0,P3,,NONE,false,false
264,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W565124937,1983,Raphael : die Zeichnungen,0,"Art, Aesthetics, and Perception",A5058100809,temporal_median,,,,,0,P3,,NONE,false,false
265,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W597776709,1988,"Bologna e l'umanesimo, 1490-1510",3,Renaissance and Early Modern Studies,A5058100809,high_citation,,,,,0,P3,,NONE,false,false
266,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W2068332509,1990,Poussin. The Early Years in Rome. The Origins of French Classicism,3,Historical Studies and Socio-cultural Analysis,A5058100809,high_citation,,,,,0,P3,,NONE,false,false
267,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W39040226,1999,Roma e lo stile classico di Raffaello : 1515-1527,3,Renaissance Literature and Culture,A5058100809,high_citation,,,,,0,P3,,NONE,false,false
268,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W402175330,1999,Raphael: The Paintings,5,Historical Art and Architecture Studies,A5058100809,high_citation,,,,,0,P3,,NONE,false,false
269,cv_Q1621300,Konrad Oberhuber,VERIFIED_SINGLE,W655081434,1999,Raffaello : l'opera pittorica,2,Architecture and Art History Studies,A5058100809,high_citation,,,,,0,P3,,NONE,false,false
270,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W2994168229,1987,Der Kummer von Flandern,1,Historical and Archaeological Studies,A5066480268,high_citation,,,,,0,P3,,NONE,false,false
271,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W2737461264,1990,Glossa continua (IV),0,Archaeological and Historical Studies,A5066480268,temporal_median,,,,,0,P3,,NONE,false,false
272,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W1602132438,2005,Königsberg : Geschichte einer Weltbürgerrepublik,3,European history and politics,A5066480268,high_citation,,,,,0,P3,,NONE,false,false
273,cv_Q1717446,Jürgen Manthey,VERIFIED_SINGLE,W3037085267,2006,Zeugnis vom Untergang,0,European history and politics,A5066480268,latest,,,,,0,P3,,NONE,false,false
274,cv_Q1729753,Karl-Franz Busch,VERIFIED_SINGLE,W4300100094,1970,Informationsverarbeitende Systeme in der Grundwasserhydraulik,0,Environmental Monitoring and Data Management,A5000693352,earliest,,,,,0,P3,,NONE,false,false
275,cv_Q1729753,Karl-Franz Busch,VERIFIED_SINGLE,W3195678057,1985,Strain Estimation for Low Cycle Dynamic Loads,1,Structural Health Monitoring Techniques,A5000693352,high_citation,,,,,0,P3,,NONE,false,false
276,cv_Q1729753,Karl-Franz Busch,VERIFIED_SINGLE,W1970422204,1986,Strain estimation for external event loads,4,Structural Response to Dynamic Loads,A5000693352,high_citation,,,,,0,P3,,NONE,false,false
277,cv_Q1729753,Karl-Franz Busch,VERIFIED_SINGLE,W112241890,1987,Comparison of a quasistatic seismic strain range method with test and detailed transient analysis,0,Structural Health Monitoring Techniques,A5000693352,temporal_median,,,,,0,P3,,NONE,false,false
278,cv_Q1729753,Karl-Franz Busch,VERIFIED_SINGLE,W173865517,1987,Qualification of LMFBR piping systems for external and internal extreme loads by strain assessments,0,Nuclear reactor physics and engineering,A5000693352,high_citation,,,,,0,P3,,NONE,false,false
279,cv_Q1729753,Karl-Franz Busch,VERIFIED_SINGLE,W4213455224,1989,Probleme der pedologisch-hydrologischen Regionalforschung und ihre Umsetzung in die Praxis,0,Civil and Structural Engineering Research,A5000693352,latest,,,,,0,P3,,NONE,false,false
280,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W990401580,1961,Joint probability distributions of observables in quantum mechanics,50,Quantum Mechanics and Applications,A5049949184,high_citation,,,,,0,P3,,NONE,false,false
281,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W4246801309,1964,Generalized convolutions,71,Advanced Banach Space Theory,A5049949184,high_citation,,,,,0,P3,,NONE,false,false
282,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W2477199055,1967,Vector valued measures,2,Advanced Control Systems Optimization,A5049949184,temporal_median,,,,,0,P3,,NONE,false,false
283,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W849573418,1972,Lévy's probability measures on Euclidean spaces,72,Advanced Banach Space Theory,A5049949184,high_citation,,,,,0,P3,,NONE,false,false
284,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W1041150066,1978,Lévy's probability measures on Banach spaces,34,Advanced Banach Space Theory,A5049949184,high_citation,,,,,0,P3,,NONE,false,false
285,cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W128073347,1988,Analytical Methods in Probability Theory,30,Statistical Mechanics and Entropy,A5049949184,high_citation,,,,,0,P3,,NONE,false,false
286,cv_Q1795953,Otto Siebert,VERIFIED_SINGLE,W634028921,1904,Der Mensch in seiner Beziehung auf ein göttliches Prinzip,1,"Religion, Theology, and Education",A5025360349,temporal_median,,,,,0,P3,,NONE,false,false
287,cv_Q1795953,Otto Siebert,VERIFIED_SINGLE,W1572626478,1907,Geschichte der Neueren Deustchen Philosophie seit Hegel: Ein Handbuch zur Einfuhrung in das Philosophische Studium der Neuesten Zeit.,2,"Nietzsche, Schopenhauer, and Hegel",A5025360349,latest,,,,,0,P3,,NONE,false,false
288,cv_Q313061,Aurel Stein,VERIFIED_SINGLE,W1533946681,1922,Serindia: Detailed Report of Explorations in Central Asia and Westernmost China,87,Eurasian Exchange Networks,A5052982479,high_citation,,,,,0,P3,,NONE,false,false
289,cv_Q313061,Aurel Stein,VERIFIED_SINGLE,W602868353,1929,"Clara Rhodos. Studi e Materiali pubblicati a cura dell' Istituto Storico-Archeologico di Rodi. Vol. IZur relativen Chronologie der Parallelbiographien PlutarchsThe Rhesus of EuripidesThe Negro in Greek and Roman CivilisationPlaton: Verteidungsrede des Sokrates, KritonDe Athenaei Deipnosophistarum epitomae codicibus Erbacensi, Laurentiano, ParisinoChoricii Gazaei OperaHésiode: Théogonie; Les Travaux et les Jours; Le BouclierAnthologie grecque. Première Partie. Anthologie PalatineIsocrate. Tome I",0,Ancient Mediterranean Archaeology and History,A5052982479,temporal_median,,,,,0,P3,,NONE,false,false
290,cv_Q313061,Aurel Stein,VERIFIED_SINGLE,W2323399929,1932,The Site of Alexander's Passage of the Hydaspes and the Battle with Poros,70,South Asian Studies and Conflicts,A5052982479,high_citation,,,,,0,P3,,NONE,false,false
291,cv_Q313061,Aurel Stein,VERIFIED_SINGLE,W2167362693,1937,Archaeological Reconnaissances in North-Western India and South-Eastern Iran,49,Eurasian Exchange Networks,A5052982479,high_citation,,,,,0,P3,,NONE,false,false
292,cv_Q313061,Aurel Stein,VERIFIED_SINGLE,W2327424021,1938,An Archaeological Journey in Western Iran,61,Eurasian Exchange Networks,A5052982479,high_citation,,,,,0,P3,,NONE,false,false
293,cv_Q313061,Aurel Stein,VERIFIED_SINGLE,W592163646,1940,Old routes of Western Īrān,48,Eurasian Exchange Networks,A5052982479,high_citation,,,,,0,P3,,NONE,false,false
294,cv_Q40700285,Paul J. Torpey,VERIFIED_SINGLE,W2061541562,1969,Noise Control of Emergency Power Generating Equipment,0,Vehicle Noise and Vibration Control,A5037300114,temporal_median,,,,,0,P3,,NONE,false,false
295,cv_Q40700285,Paul J. Torpey,VERIFIED_SINGLE,W2065279668,1971,Performance Evaluation of a 2.1-MW Gas Turbine Generator Set Using Computerized Data Acquisition,0,Real-time simulation and control systems,A5037300114,latest,,,,,0,P3,,NONE,false,false
296,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W1008367486,1947,"""Ignacy Chrzanowski na studiach we Wrocławiu"", Władysław Czapliński, Wrocław 1946, s. 26; ""Władysław Nehring w ostatnich latach życia"", Wiktor Hahn, Wrocław 1947, Archiwum Przeszłości Instytutu Historii Literatury Polskiej Uniwersytetu Wrocławskiego, 1, 2, s. 23 : [recenzja] / Bogdan Zakrzewski.",0,Polish Historical and Cultural Studies,A5111381182,earliest,,,,,0,P3,,NONE,false,false
297,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W200647409,1947,Józef Przyborowski na studiach we Wrocławiu / Bogdan Zakrzewski.,0,Polish Historical and Cultural Studies,A5111381182,high_citation,,,,,0,P3,,NONE,false,false
