pair_id,iso3_i,iso3_j,contig,col45,col_dep_ever,sibling_ever,comlang_ethno,comlang_off,col_dep_end_conflict,comcol,col_dep_end_year,cepii_first_panel_year,cepii_last_panel_year,dist,dist_max_spread
FSM__LBY,FSM,LBY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,14261.0,0.0
FSM__LCA,FSM,LCA,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,15125.0,0.0
FSM__LKA,FSM,LKA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8642.0,0.0
FSM__LSO,FSM,LSO,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,14304.0,0.0
FSM__MAR,FSM,MAR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,15279.0,0.0
FSM__MDG,FSM,MDG,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12431.0,0.0
FSM__MDV,FSM,MDV,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9373.0,0.0
FSM__MEX,FSM,MEX,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,11081.0,0.0
FSM__MHL,FSM,MHL,0.0,0.0,0,1.0,1.0,1.0,,0.0,,1948,2021,1461.0,0.0
FSM__MLI,FSM,MLI,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,17364.0,0.0
FSM__MMR,FSM,MMR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6819.0,0.0
FSM__MNG,FSM,MNG,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6626.0,0.0
FSM__MOZ,FSM,MOZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,13903.5,13.0
FSM__MRT,FSM,MRT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,17166.0,0.0
FSM__MUS,FSM,MUS,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,11390.0,0.0
FSM__MWI,FSM,MWI,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,13839.0,138.0
FSM__MYS,FSM,MYS,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6166.0,214.0
FSM__NAM,FSM,NAM,0.0,0.0,0,1.0,1.0,1.0,,0.0,,1948,2021,15515.0,0.0
FSM__NER,FSM,NER,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,16542.0,0.0
FSM__NGA,FSM,NGA,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,16812.0,98.0
FSM__NIC,FSM,NIC,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,12602.0,0.0
FSM__NLD,FSM,NLD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12993.0,58.0
FSM__NPL,FSM,NPL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7971.0,0.0
FSM__NRU,FSM,NRU,0.0,0.0,0,1.0,1.0,1.0,,0.0,,1948,2021,1274.0,0.0
FSM__NZL,FSM,NZL,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,5147.0,0.0
FSM__OMN,FSM,OMN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10677.0,0.0
FSM__PAK,FSM,PAK,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,9803.0,0.0
FSM__PAN,FSM,PAN,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,13399.0,0.0
FSM__PER,FSM,PER,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,13959.0,0.0
FSM__PHL,FSM,PHL,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,4148.0,0.0
FSM__PLW,FSM,PLW,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,2608.0,16.0
FSM__PNG,FSM,PNG,0.0,0.0,0,1.0,1.0,1.0,,0.0,,1948,2021,2181.0,0.0
FSM__PRK,FSM,PRK,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,4816.0,0.0
FSM__PRT,FSM,PRT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,14786.0,0.0
FSM__PRY,FSM,PRY,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,15714.0,0.0
FSM__QAT,FSM,QAT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,11344.5,9.0
FSM__RWA,FSM,RWA,0.0,0.0,0,1.0,1.0,1.0,,0.0,,1948,2021,14254.0,0.0
FSM__SAU,FSM,SAU,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12217.0,782.0
FSM__SDN,FSM,SDN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,13543.0,0.0
FSM__SEN,FSM,SEN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,17566.0,0.0
FSM__SGP,FSM,SGP,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,6059.0,0.0
FSM__SLB,FSM,SLB,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,1819.0,0.0
FSM__SLE,FSM,SLE,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,18059.0,0.0
FSM__SLV,FSM,SLV,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,12252.0,0.0
FSM__SOM,FSM,SOM,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,12508.0,0.0
FSM__SSD,FSM,SSD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,13959.0,0.0
FSM__STP,FSM,STP,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,16763.0,0.0
FSM__SUR,FSM,SUR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,16070.0,0.0
FSM__SWZ,FSM,SWZ,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,14033.0,0.0
FSM__SYC,FSM,SYC,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,11481.0,0.0
FSM__SYR,FSM,SYR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12339.0,198.0
FSM__TCD,FSM,TCD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,15437.0,0.0
FSM__TGO,FSM,TGO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,17090.0,0.0
FSM__THA,FSM,THA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6344.0,0.0
FSM__TJK,FSM,TJK,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9483.0,0.0
FSM__TKM,FSM,TKM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10393.0,0.0
FSM__TLS,FSM,TLS,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4001.0,0.0
FSM__TON,FSM,TON,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,4255.0,0.0
FSM__TTO,FSM,TTO,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,15224.0,0.0
FSM__TUN,FSM,TUN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,14135.0,0.0
FSM__TUR,FSM,TUR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12604.0,0.0
FSM__TUV,FSM,TUV,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2892.0,0.0
FSM__TWN,FSM,TWN,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,4383.0,6.0
FSM__TZA,FSM,TZA,0.0,0.0,0,0.0,0.0,1.0,,0.0,,1948,2021,13288.0,0.0
FSM__UGA,FSM,UGA,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,13941.0,0.0
FSM__URY,FSM,URY,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,15340.0,0.0
FSM__USA,FSM,USA,0.0,1.0,1,1.0,1.0,1.0,0.0,0.0,1986.0,1948,2021,12525.0,0.0
FSM__UZB,FSM,UZB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9420.0,0.0
FSM__VCT,FSM,VCT,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,15142.0,0.0
FSM__VEN,FSM,VEN,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,14683.0,0.0
FSM__VNM,FSM,VNM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5674.0,0.0
FSM__VUT,FSM,VUT,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,2947.0,0.0
FSM__WSM,FSM,WSM,0.0,0.0,0,1.0,1.0,1.0,,0.0,,1948,2021,4039.0,0.0
FSM__YEM,FSM,YEM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12419.0,146.0
FSM__ZAF,FSM,ZAF,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,14628.5,583.0
FSM__ZMB,FSM,ZMB,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,14505.0,24.0
FSM__ZWE,FSM,ZWE,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,14176.0,0.0
GAB__GBR,GAB,GBR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5736.0,0.0
GAB__GEO,GAB,GEO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5790.0,0.0
GAB__GHA,GAB,GHA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,1314.5,199.0
GAB__GIN,GAB,GIN,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,2753.0,0.0
GAB__GMB,GAB,GMB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3223.0,0.0
GAB__GNB,GAB,GNB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3045.0,0.0
GAB__GNQ,GAB,GNQ,1.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,166.0,0.0
GAB__GRD,GAB,GRD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7963.0,0.0
GAB__GTM,GAB,GTM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,11082.0,0.0
GAB__GUY,GAB,GUY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7539.0,0.0
GAB__HND,GAB,HND,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10726.0,0.0
GAB__HTI,GAB,HTI,0.0,0.0,0,1.0,0.0,1.0,,0.0,,1948,2021,9137.0,0.0
GAB__IDN,GAB,IDN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10841.0,0.0
GAB__IND,GAB,IND,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8037.5,1643.0
GAB__IRN,GAB,IRN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5839.0,0.0
GAB__IRQ,GAB,IRQ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5161.0,0.0
GAB__ISR,GAB,ISR,0.0,0.0,0,0.0,1.0,0.0,,0.0,,1948,2021,4403.0,0.0
GAB__ITA,GAB,ITA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4607.0,0.0
GAB__JAM,GAB,JAM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9606.0,0.0
GAB__JOR,GAB,JOR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4468.0,0.0
GAB__JPN,GAB,JPN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,13508.0,0.0
GAB__KAZ,GAB,KAZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8171.0,0.0
GAB__KEN,GAB,KEN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3051.0,0.0
GAB__KGZ,GAB,KGZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7978.0,0.0
GAB__KHM,GAB,KHM,0.0,0.0,0,1.0,0.0,0.0,,1.0,,1948,2021,10605.0,0.0
GAB__KIR,GAB,KIR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,18194.0,0.0
GAB__KNA,GAB,KNA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8112.0,0.0
GAB__KOR,GAB,KOR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12378.0,0.0
GAB__KWT,GAB,KWT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5194.0,0.0
GAB__LAO,GAB,LAO,0.0,0.0,0,1.0,0.0,0.0,,1.0,,1948,2021,10337.0,0.0
GAB__LBN,GAB,LBN,0.0,0.0,0,1.0,1.0,1.0,,0.0,,1948,2021,4597.0,0.0
GAB__LBR,GAB,LBR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2342.0,0.0
GAB__LBY,GAB,LBY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3617.0,0.0
GAB__LCA,GAB,LCA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7897.0,0.0
GAB__LKA,GAB,LKA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7847.0,0.0
GAB__LSO,GAB,LSO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3806.0,0.0
GAB__MAR,GAB,MAR,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,4085.0,0.0
GAB__MDG,GAB,MDG,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,4677.0,0.0
GAB__MDV,GAB,MDV,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7135.0,0.0
GAB__MEX,GAB,MEX,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,11951.0,0.0
GAB__MHL,GAB,MHL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,17861.0,0.0
GAB__MLI,GAB,MLI,0.0,0.0,0,1.0,0.0,1.0,,1.0,,1948,2021,2356.0,0.0
GAB__MMR,GAB,MMR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9653.0,0.0
GAB__MNG,GAB,MNG,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10532.0,0.0
GAB__MOZ,GAB,MOZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3827.0,10.0
GAB__MRT,GAB,MRT,0.0,0.0,0,1.0,0.0,0.0,,1.0,,1948,2021,3401.0,0.0
GAB__MUS,GAB,MUS,0.0,0.0,0,1.0,1.0,1.0,,0.0,,1948,2021,5706.0,0.0
GAB__MWI,GAB,MWI,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3223.5,213.0
GAB__MYS,GAB,MYS,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10386.0,242.0
GAB__NAM,GAB,NAM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2671.0,0.0
GAB__NER,GAB,NER,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,1662.0,0.0
GAB__NGA,GAB,NGA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,969.5,39.0
GAB__NIC,GAB,NIC,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10630.0,0.0
GAB__NLD,GAB,NLD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5753.5,47.0
GAB__NPL,GAB,NPL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8604.0,0.0
GAB__NRU,GAB,NRU,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,17528.0,0.0
GAB__NZL,GAB,NZL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,15695.0,0.0
GAB__OMN,GAB,OMN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5891.0,0.0
GAB__PAK,GAB,PAK,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6758.0,0.0
GAB__PAN,GAB,PAN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9899.0,0.0
GAB__PER,GAB,PER,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9644.0,0.0
GAB__PHL,GAB,PHL,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12322.0,0.0
GAB__PLW,GAB,PLW,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,13881.0,14.0
GAB__PNG,GAB,PNG,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,15247.0,0.0
GAB__PRK,GAB,PRK,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12226.0,0.0
GAB__PRT,GAB,PRT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4649.0,0.0
GAB__PRY,GAB,PRY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7740.0,0.0
GAB__QAT,GAB,QAT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5288.0,8.0
GAB__RWA,GAB,RWA,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,2308.0,0.0
GAB__SAU,GAB,SAU,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4431.5,793.0
GAB__SDN,GAB,SDN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3040.0,0.0
GAB__SEN,GAB,SEN,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,3356.0,0.0
GAB__SGP,GAB,SGP,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10507.0,0.0
GAB__SLB,GAB,SLB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,16616.0,0.0
GAB__SLE,GAB,SLE,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2670.0,0.0
GAB__SLV,GAB,SLV,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10942.0,0.0
GAB__SOM,GAB,SOM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3998.0,0.0
GAB__SSD,GAB,SSD,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2509.0,0.0
GAB__STP,GAB,STP,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,304.0,0.0
GAB__SUR,GAB,SUR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7204.0,0.0
GAB__SWZ,GAB,SWZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3761.0,0.0
GAB__SYC,GAB,SYC,0.0,0.0,0,1.0,1.0,1.0,,0.0,,1948,2021,5145.0,0.0
GAB__SYR,GAB,SYR,0.0,0.0,0,1.0,0.0,0.0,,1.0,,1948,2021,4753.0,274.0
GAB__TCD,GAB,TCD,0.0,0.0,0,1.0,0.0,1.0,,1.0,,1948,2021,1435.0,0.0
GAB__TGO,GAB,TGO,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,1114.0,0.0
GAB__THA,GAB,THA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10123.0,0.0
GAB__TJK,GAB,TJK,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7360.0,0.0
GAB__TKM,GAB,TKM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6501.0,0.0
GAB__TLS,GAB,TLS,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12898.0,0.0
GAB__TON,GAB,TON,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,17655.0,0.0
GAB__TTO,GAB,TTO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7929.0,0.0
GAB__TUN,GAB,TUN,0.0,0.0,0,1.0,0.0,1.0,,1.0,,1948,2021,4034.0,0.0
GAB__TUR,GAB,TUR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4910.0,0.0
GAB__TUV,GAB,TUV,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,18575.0,0.0
GAB__TWN,GAB,TWN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,12211.0,8.0
GAB__TZA,GAB,TZA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3406.0,0.0
GAB__UGA,GAB,UGA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2575.0,0.0
GAB__URY,GAB,URY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7832.0,0.0
GAB__USA,GAB,USA,0.0,0.0,0,1.0,0.0,0.0,,0.0,,1948,2021,9431.0,0.0
GAB__UZB,GAB,UZB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7500.0,0.0
GAB__VCT,GAB,VCT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7915.0,0.0
GAB__VEN,GAB,VEN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8514.0,0.0
GAB__VNM,GAB,VNM,0.0,0.0,0,1.0,0.0,0.0,,1.0,,1948,2021,10799.0,0.0
GAB__VUT,GAB,VUT,0.0,0.0,0,1.0,1.0,1.0,,1.0,,1948,2021,17018.0,0.0
GAB__WSM,GAB,WSM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,18512.0,0.0
GAB__YEM,GAB,YEM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4089.0,148.0
GAB__ZAF,GAB,ZAF,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3734.5,357.0
GAB__ZMB,GAB,ZMB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2621.5,177.0
GAB__ZWE,GAB,ZWE,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3108.0,0.0
GBR__GEO,GBR,GEO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3550.0,0.0
GBR__GHA,GBR,GHA,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1957.0,1948,2021,5032.5,123.0
GBR__GIN,GBR,GIN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4811.0,0.0
GBR__GMB,GBR,GMB,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1965.0,1948,2021,4475.0,0.0
GBR__GNB,GBR,GNB,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4614.0,0.0
GBR__GNQ,GBR,GNQ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5580.0,0.0
GBR__GRD,GBR,GRD,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1974.0,1948,2021,7015.0,0.0
GBR__GTM,GBR,GTM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8778.0,0.0
GBR__GUY,GBR,GUY,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1966.0,1948,2021,7244.0,0.0
GBR__HND,GBR,HND,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8595.0,0.0
GBR__HTI,GBR,HTI,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,7189.0,0.0
GBR__IDN,GBR,IDN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,11719.0,0.0
GBR__IND,GBR,IND,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1950.0,1948,2021,7348.5,1257.0
GBR__IRN,GBR,IRN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4408.0,0.0
GBR__IRQ,GBR,IRQ,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1932.0,1948,2021,4098.0,0.0
GBR__ISR,GBR,ISR,0.0,1.0,1,0.0,1.0,1.0,1.0,0.0,1948.0,1948,2021,3561.0,0.0
GBR__ITA,GBR,ITA,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,1435.0,0.0
GBR__JAM,GBR,JAM,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1962.0,1948,2021,7544.0,0.0
GBR__JOR,GBR,JOR,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1946.0,1948,2021,3646.0,0.0
GBR__JPN,GBR,JPN,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9582.0,0.0
GBR__KAZ,GBR,KAZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5616.0,0.0
GBR__KEN,GBR,KEN,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1963.0,1948,2021,6806.0,0.0
GBR__KGZ,GBR,KGZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,5492.0,0.0
GBR__KHM,GBR,KHM,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,10027.0,0.0
GBR__KIR,GBR,KIR,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1979.0,1948,2021,14113.0,0.0
GBR__KNA,GBR,KNA,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1983.0,1948,2021,6631.0,0.0
GBR__KOR,GBR,KOR,0.0,0.0,0,0.0,1.0,0.0,,0.0,,1948,2021,8880.0,0.0
GBR__KWT,GBR,KWT,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1961.0,1948,2021,4649.0,0.0
GBR__LAO,GBR,LAO,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9312.0,0.0
GBR__LBN,GBR,LBN,0.0,0.0,0,0.0,1.0,0.0,,0.0,,1948,2021,3460.0,0.0
GBR__LBR,GBR,LBR,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,5108.0,0.0
GBR__LBY,GBR,LBY,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2335.0,0.0
GBR__LCA,GBR,LCA,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1979.0,1948,2021,6795.0,0.0
GBR__LKA,GBR,LKA,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1976.0,1948,2021,8714.0,0.0
GBR__LSO,GBR,LSO,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1966.0,1948,2021,9353.0,0.0
GBR__MAR,GBR,MAR,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,2080.0,0.0
GBR__MDG,GBR,MDG,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9072.0,0.0
GBR__MDV,GBR,MDV,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1965.0,1948,2021,8516.0,0.0
GBR__MEX,GBR,MEX,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,8943.0,0.0
GBR__MHL,GBR,MHL,0.0,0.0,0,0.0,1.0,1.0,,0.0,,1948,2021,13461.0,0.0
GBR__MLI,GBR,MLI,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,4368.0,0.0
GBR__MMR,GBR,MMR,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1948.0,1948,2021,8988.0,0.0
GBR__MNG,GBR,MNG,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,6992.0,0.0
GBR__MOZ,GBR,MOZ,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,9157.5,5.0
GBR__MRT,GBR,MRT,0.0,0.0,0,0.0,0.0,0.0,,0.0,,1948,2021,3963.0,0.0
GBR__MUS,GBR,MUS,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1968.0,1948,2021,9713.0,0.0
